instance_id,workload,seed,adapter,variant,adapter_version,backend_mode,run_status,error_category,capability_absent_observed,correctness_included,transaction_state,partial_update_rate,invalid_commit_rate,stale_write_rate,repair_recall,leak_rate,supersession_consistency,scope_bypass_rate,latency,latency_ms,any_violation,violations,committed_count,operation_count,repair_count
scope_bypass_seed_1,scope_bypass,1,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.107429,1,scope_leak_violation,0,4,0
scope_bypass_seed_2,scope_bypass,2,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.106671,1,scope_leak_violation,0,4,0
scope_bypass_seed_3,scope_bypass,3,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.10474,1,scope_leak_violation,0,4,0
scope_bypass_seed_4,scope_bypass,4,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.13103,1,scope_leak_violation,0,4,0
scope_bypass_seed_5,scope_bypass,5,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.108289,1,scope_leak_violation,0,4,0
scope_bypass_seed_6,scope_bypass,6,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.107451,1,scope_leak_violation,0,4,0
scope_bypass_seed_7,scope_bypass,7,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.120168,1,scope_leak_violation,0,4,0
scope_bypass_seed_8,scope_bypass,8,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.10701,1,scope_leak_violation,0,4,0
scope_bypass_seed_9,scope_bypass,9,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.105928,1,scope_leak_violation,0,4,0
supersession_consistency_seed_0,supersession_consistency,0,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.153469,0,,1,4,0
supersession_consistency_seed_1,supersession_consistency,1,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.144614,0,,1,4,0
supersession_consistency_seed_2,supersession_consistency,2,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.144388,0,,1,4,0
supersession_consistency_seed_3,supersession_consistency,3,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.142057,0,,1,4,0
supersession_consistency_seed_4,supersession_consistency,4,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.141261,0,,1,4,0
supersession_consistency_seed_5,supersession_consistency,5,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.141249,0,,1,4,0
supersession_consistency_seed_6,supersession_consistency,6,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.138058,0,,1,4,0
supersession_consistency_seed_7,supersession_consistency,7,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.140314,0,,1,4,0
supersession_consistency_seed_8,supersession_consistency,8,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.138384,0,,1,4,0
supersession_consistency_seed_9,supersession_consistency,9,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,committed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.142747,0,,1,4,0
provenance_chain_repair_seed_0,provenance_chain_repair,0,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145228,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_1,provenance_chain_repair,1,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142571,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_2,provenance_chain_repair,2,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.154311,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_3,provenance_chain_repair,3,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142911,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_4,provenance_chain_repair,4,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142962,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_5,provenance_chain_repair,5,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14263,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_6,provenance_chain_repair,6,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14164,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_7,provenance_chain_repair,7,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.149005,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_8,provenance_chain_repair,8,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142712,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_9,provenance_chain_repair,9,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14421,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_0,provenance_branch_repair,0,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.146436,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_1,provenance_branch_repair,1,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.144643,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_2,provenance_branch_repair,2,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.144303,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_3,provenance_branch_repair,3,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15734,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_4,provenance_branch_repair,4,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.146579,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_5,provenance_branch_repair,5,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.143305,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_6,provenance_branch_repair,6,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.141785,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_7,provenance_branch_repair,7,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.139359,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_8,provenance_branch_repair,8,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.159224,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_9,provenance_branch_repair,9,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.157355,1,provenance_closure_violation,0,1,0
mixed_stress_seed_0,mixed_stress,0,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.14895,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_1,mixed_stress,1,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.141842,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_2,mixed_stress,2,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.148041,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_3,mixed_stress,3,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.139481,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_4,mixed_stress,4,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.139279,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_5,mixed_stress,5,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.136991,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_6,mixed_stress,6,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.137623,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_7,mixed_stress,7,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.138753,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_8,mixed_stress,8,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.138432,1,atomicity_violation;stale_write_violation,2,6,0
mixed_stress_seed_9,mixed_stress,9,LastWriteWins,LastWriteWins,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.139171,1,atomicity_violation;stale_write_violation,2,6,0
atomic_multi_write_seed_0,atomic_multi_write,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.10008,1,atomicity_violation,1,3,0
atomic_multi_write_seed_1,atomic_multi_write,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.096598,1,atomicity_violation,1,3,0
atomic_multi_write_seed_2,atomic_multi_write,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095964,1,atomicity_violation,1,3,0
atomic_multi_write_seed_3,atomic_multi_write,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09449,1,atomicity_violation,1,3,0
atomic_multi_write_seed_4,atomic_multi_write,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095358,1,atomicity_violation,1,3,0
atomic_multi_write_seed_5,atomic_multi_write,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095964,1,atomicity_violation,1,3,0
atomic_multi_write_seed_6,atomic_multi_write,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.101646,1,atomicity_violation,1,3,0
atomic_multi_write_seed_7,atomic_multi_write,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.096625,1,atomicity_violation,1,3,0
atomic_multi_write_seed_8,atomic_multi_write,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095104,1,atomicity_violation,1,3,0
atomic_multi_write_seed_9,atomic_multi_write,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.095405,1,atomicity_violation,1,3,0
crash_during_commit_seed_0,crash_during_commit,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.095113,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_1,crash_during_commit,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.089724,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_2,crash_during_commit,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.08818,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_3,crash_during_commit,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.096674,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_4,crash_during_commit,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.087523,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_5,crash_during_commit,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.098773,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_6,crash_during_commit,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.08819,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_7,crash_during_commit,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.088625,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_8,crash_during_commit,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.088843,1,recovery_consistency_violation,1,4,0
crash_during_commit_seed_9,crash_during_commit,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,partial_commit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.088485,1,recovery_consistency_violation,1,4,0
revoke_before_commit_seed_0,revoke_before_commit,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.092057,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_1,revoke_before_commit,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.090687,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_2,revoke_before_commit,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.089565,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_3,revoke_before_commit,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.090191,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_4,revoke_before_commit,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.088815,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_5,revoke_before_commit,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.091091,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_6,revoke_before_commit,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.089992,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_7,revoke_before_commit,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.092751,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_8,revoke_before_commit,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.088867,1,invalid_commit_violation;stale_write_violation,1,4,0
revoke_before_commit_seed_9,revoke_before_commit,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,committed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.088415,1,invalid_commit_violation;stale_write_violation,1,4,0
scope_bypass_seed_0,scope_bypass,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.112652,0,,0,4,0
scope_bypass_seed_1,scope_bypass,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.10705,0,,0,4,0
scope_bypass_seed_2,scope_bypass,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.106151,0,,0,4,0
scope_bypass_seed_3,scope_bypass,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.105568,0,,0,4,0
scope_bypass_seed_4,scope_bypass,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.107701,0,,0,4,0
scope_bypass_seed_5,scope_bypass,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.104645,0,,0,4,0
scope_bypass_seed_6,scope_bypass,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.10644,0,,0,4,0
scope_bypass_seed_7,scope_bypass,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.104542,0,,0,4,0
scope_bypass_seed_8,scope_bypass,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.111935,0,,0,4,0
scope_bypass_seed_9,scope_bypass,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,completed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.105372,0,,0,4,0
supersession_consistency_seed_0,supersession_consistency,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.153185,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_1,supersession_consistency,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.154269,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_2,supersession_consistency,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.147304,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_3,supersession_consistency,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.152977,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_4,supersession_consistency,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.143992,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_5,supersession_consistency,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.143118,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_6,supersession_consistency,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.141493,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_7,supersession_consistency,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.143249,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_8,supersession_consistency,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.14108,1,supersession_consistency_violation,1,5,0
supersession_consistency_seed_9,supersession_consistency,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,true,true,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.142538,1,supersession_consistency_violation,1,5,0
provenance_chain_repair_seed_0,provenance_chain_repair,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145943,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_1,provenance_chain_repair,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145794,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_2,provenance_chain_repair,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145309,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_3,provenance_chain_repair,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.144656,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_4,provenance_chain_repair,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14185,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_5,provenance_chain_repair,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.155031,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_6,provenance_chain_repair,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.146129,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_7,provenance_chain_repair,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.141956,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_8,provenance_chain_repair,8,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.145528,1,provenance_closure_violation,0,1,0
provenance_chain_repair_seed_9,provenance_chain_repair,9,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142295,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_0,provenance_branch_repair,0,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15403,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_1,provenance_branch_repair,1,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142436,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_2,provenance_branch_repair,2,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.155065,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_3,provenance_branch_repair,3,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142378,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_4,provenance_branch_repair,4,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.142161,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_5,provenance_branch_repair,5,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.147092,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_6,provenance_branch_repair,6,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.148991,1,provenance_closure_violation,0,1,0
provenance_branch_repair_seed_7,provenance_branch_repair,7,MetadataFiltered,MetadataFiltered,controlled-v1,controlled,success,,false,true,invalidated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.141722,1,provenance_closure_violation,0,1,0
